text,category
There is a unexpected fee on my credit card statement from over the weekend. Please correct the balance; can someone fix this.,billing_problem
I arrived damaged my mobile app over the weekend. It is arriving late and tracking shows nothing; please help.,delivery_issue
There is a unexpected fee on my debit card statement from last week. Please correct the balance; very frustrating.,billing_problem
There is a late fee on my prepaid card statement from today. Please correct the balance; still not resolved.,billing_problem
The mobile app crashes whenever I try to log in. I get error 500 since this morning; please help.,app_bug
I was charged $100 by a electronics shop yesterday and I need a money back. I canceled the order; please help.,refund_request
I was charged $300 by a subscription yesterday and I need a chargeback. I canceled the order; still not resolved.,refund_request
The mobile app glitch whenever I try to log in. I get error 500 since yesterday; still not resolved.,app_bug
I not received my website today. It is status pending and tracking shows nothing; very frustrating.,delivery_issue
There is a late fee on my website statement from a few days ago. Please correct the balance; this is urgent.,billing_problem
I was charged $40 by a ride service over the weekend and I need a refund. I canceled the order; still not resolved.,refund_request
The mobile app bug whenever I try to log in. I get freeze since last week; can someone fix this.,app_bug
I never received my ATM over the weekend. It is late and tracking shows nothing; no one is responding.,delivery_issue
"I was charged $1,200 by a electronics shop last week and I need a reimburse me. I canceled the order; this is urgent.",refund_request
I card not received my debit card yesterday. It is delayed and tracking shows nothing; please help.,delivery_issue
I was charged $100 by a electronics shop this morning and I need a reimburse me. I canceled the order; please help.,refund_request
There is a incorrect fee on my credit card statement from over the weekend. Please correct the balance; still not resolved.,billing_problem
I have a general question about account features I do not understand. I contacted support by email today; this is urgent.,other
The mobile app glitch whenever I try to log in. I get crash since a few days ago; still not resolved.,app_bug
The mobile app does not open whenever I try to log in. I get error 500 since yesterday; very frustrating.,app_bug
I was charged $250 by a ride service yesterday and I need a refund my money. I canceled the order; still not resolved.,refund_request
I was charged $25 by a ride service a few days ago and I need a reimburse me. I canceled the order; this is urgent.,refund_request
There is a wrong interest on my prepaid card statement from over the weekend. Please correct the balance; this is urgent.,billing_problem
There is a overcharged on my website statement from last week. Please correct the balance; no one is responding.,billing_problem
"I was charged $1,200 by a electronics shop over the weekend and I need a refund. I canceled the order; still not resolved.",refund_request
The mobile app does not open whenever I try to login. I get crash since yesterday; still not resolved.,app_bug
There is a overcharged on my mobile app statement from yesterday. Please correct the balance; please help.,billing_problem
The mobile app keeps crashing whenever I try to login. I get spinning wheel since this morning; very frustrating.,app_bug
I card not received my ATM today. It is arriving late and tracking shows nothing; no one is responding.,delivery_issue
I missing delivery my website yesterday. It is late and tracking shows nothing; very frustrating.,delivery_issue
I have a general question about account features I do not understand. I contacted support by support ticket yesterday; please help.,other
The mobile app crashes whenever I try to login. I get timeout since today; can someone fix this.,app_bug
"I was charged $1,200 by a ride service a few days ago and I need a money back. I canceled the order; please help.",refund_request
I have a general question about account features I do not understand. I contacted support by chat this morning; very frustrating.,other
I was charged $40 by a subscription this morning and I need a reverse the charge. I canceled the order; very frustrating.,refund_request
The mobile app crashes whenever I try to sign in. I get spinning wheel since over the weekend; no one is responding.,app_bug
The mobile app keeps crashing whenever I try to sign in. I get timeout since today; no one is responding.,app_bug
There is a wrong interest on my checking account statement from over the weekend. Please correct the balance; this is urgent.,billing_problem
I have a general question about account features I do not understand. I contacted support by chat over the weekend; no one is responding.,other
I arrived damaged my mobile app last week. It is status pending and tracking shows nothing; this is urgent.,delivery_issue
I have a general question about account features I do not understand. I contacted support by phone last week; can someone fix this.,other
There is a billing error on my ATM statement from last week. Please correct the balance; no one is responding.,billing_problem
I have a general question about account features I do not understand. I contacted support by phone this morning; this is urgent.,other
I have a general question about account features I do not understand. I contacted support by phone last week; this is urgent.,other
I have a general question about account features I do not understand. I contacted support by phone this morning; please help.,other
I package not delivered my website over the weekend. It is no tracking updates and tracking shows nothing; no one is responding.,delivery_issue
There is a billing error on my website statement from today. Please correct the balance; still not resolved.,billing_problem
I not received my ATM last week. It is no tracking updates and tracking shows nothing; still not resolved.,delivery_issue
I have a general question about account features I do not understand. I contacted support by chat yesterday; very frustrating.,other
There is a late fee on my mobile app statement from this morning. Please correct the balance; no one is responding.,billing_problem
I was charged $100 by a online store last week and I need a refund my money. I canceled the order; please help.,refund_request
I have a general question about account features I do not understand. I contacted support by support ticket a few days ago; still not resolved.,other
There is a charged twice on my ATM statement from over the weekend. Please correct the balance; very frustrating.,billing_problem
The mobile app crashes whenever I try to log in. I get freeze since this morning; please help.,app_bug
I was charged $250 by a grocer last week and I need a reimburse me. I canceled the order; can someone fix this.,refund_request
I was charged $250 by a merchant this morning and I need a refund my money. I canceled the order; can someone fix this.,refund_request
There is a incorrect fee on my checking account statement from last week. Please correct the balance; no one is responding.,billing_problem
There is a overcharged on my savings account statement from today. Please correct the balance; please help.,billing_problem
There is a overcharged on my credit card statement from a few days ago. Please correct the balance; this is urgent.,billing_problem
I have a general question about account features I do not understand. I contacted support by chat today; can someone fix this.,other
I have a general question about account features I do not understand. I contacted support by support ticket today; please help.,other
There is a wrong interest on my credit card statement from last week. Please correct the balance; still not resolved.,billing_problem
I have a general question about account features I do not understand. I contacted support by phone last week; please help.,other
I was charged $25 by a grocer over the weekend and I need a reimburse me. I canceled the order; still not resolved.,refund_request
There is a late fee on my bank transfer statement from today. Please correct the balance; very frustrating.,billing_problem
I card not received my checking account yesterday. It is late and tracking shows nothing; can someone fix this.,delivery_issue
I card not received my website this morning. It is no tracking updates and tracking shows nothing; very frustrating.,delivery_issue
I was charged $100 by a grocer a few days ago and I need a chargeback. I canceled the order; this is urgent.,refund_request
I missing delivery my web portal over the weekend. It is stuck in transit and tracking shows nothing; very frustrating.,delivery_issue
I package not delivered my mobile app yesterday. It is arriving late and tracking shows nothing; very frustrating.,delivery_issue
I missing delivery my checking account yesterday. It is delayed and tracking shows nothing; please help.,delivery_issue
I was charged $300 by a subscription this morning and I need a reverse the charge. I canceled the order; please help.,refund_request
The mobile app does not open whenever I try to log in. I get failed request since a few days ago; can someone fix this.,app_bug
I was charged $79.99 by a subscription today and I need a reimburse me. I canceled the order; very frustrating.,refund_request
I have a general question about account features I do not understand. I contacted support by chat today; very frustrating.,other
I have a general question about account features I do not understand. I contacted support by chat a few days ago; still not resolved.,other
I have a general question about account features I do not understand. I contacted support by email a few days ago; please help.,other
"I was charged $1,200 by a electronics shop last week and I need a money back. I canceled the order; no one is responding.",refund_request
I have a general question about account features I do not understand. I contacted support by email over the weekend; still not resolved.,other
"I was charged $1,200 by a online store today and I need a refund. I canceled the order; can someone fix this.",refund_request
The mobile app glitch whenever I try to sign in. I get freeze since yesterday; this is urgent.,app_bug
I missing delivery my ATM this morning. It is no tracking updates and tracking shows nothing; please help.,delivery_issue
There is a late fee on my debit card statement from over the weekend. Please correct the balance; this is urgent.,billing_problem
There is a overcharged on my mobile app statement from last week. Please correct the balance; can someone fix this.,billing_problem
I was charged $25 by a online store this morning and I need a chargeback. I canceled the order; can someone fix this.,refund_request
The mobile app keeps crashing whenever I try to log in. I get freeze since yesterday; this is urgent.,app_bug
I not received my checking account this morning. It is delayed and tracking shows nothing; can someone fix this.,delivery_issue
I have a general question about account features I do not understand. I contacted support by phone last week; no one is responding.,other
There is a charged twice on my prepaid card statement from yesterday. Please correct the balance; can someone fix this.,billing_problem
The mobile app crashes whenever I try to login. I get timeout since this morning; no one is responding.,app_bug
The mobile app won’t load whenever I try to log in. I get failed request since over the weekend; please help.,app_bug
The mobile app won’t load whenever I try to login. I get timeout since a few days ago; still not resolved.,app_bug
I have a general question about account features I do not understand. I contacted support by email last week; still not resolved.,other
The mobile app bug whenever I try to login. I get spinning wheel since today; still not resolved.,app_bug
I was charged $40 by a ride service over the weekend and I need a refund my money. I canceled the order; very frustrating.,refund_request
The mobile app bug whenever I try to login. I get crash since yesterday; no one is responding.,app_bug
I was charged $250 by a ride service last week and I need a chargeback. I canceled the order; no one is responding.,refund_request
I was charged $25 by a subscription this morning and I need a reimburse me. I canceled the order; can someone fix this.,refund_request
I was charged $25 by a subscription over the weekend and I need a reverse the charge. I canceled the order; very frustrating.,refund_request
There is a incorrect fee on my debit card statement from yesterday. Please correct the balance; very frustrating.,billing_problem
I arrived damaged my prepaid card yesterday. It is stuck in transit and tracking shows nothing; can someone fix this.,delivery_issue
I have a general question about account features I do not understand. I contacted support by email last week; this is urgent.,other
There is a incorrect fee on my mobile app statement from a few days ago. Please correct the balance; please help.,billing_problem
I was charged $25 by a merchant yesterday and I need a money back. I canceled the order; very frustrating.,refund_request
I was charged $250 by a electronics shop a few days ago and I need a refund my money. I canceled the order; very frustrating.,refund_request
I was charged $250 by a subscription yesterday and I need a refund. I canceled the order; can someone fix this.,refund_request
I have a general question about account features I do not understand. I contacted support by email this morning; very frustrating.,other
The mobile app won’t load whenever I try to login. I get error 500 since yesterday; very frustrating.,app_bug
There is a late fee on my ATM statement from last week. Please correct the balance; very frustrating.,billing_problem
The mobile app does not open whenever I try to login. I get error 500 since yesterday; please help.,app_bug
I was charged $100 by a online store today and I need a money back. I canceled the order; still not resolved.,refund_request
There is a wrong interest on my checking account statement from last week. Please correct the balance; no one is responding.,billing_problem
I have a general question about account features I do not understand. I contacted support by email today; can someone fix this.,other
I card not received my savings account this morning. It is stuck in transit and tracking shows nothing; still not resolved.,delivery_issue
I was charged $79.99 by a electronics shop today and I need a chargeback. I canceled the order; please help.,refund_request
"I was charged $1,200 by a merchant a few days ago and I need a chargeback. I canceled the order; can someone fix this.",refund_request
The mobile app keeps crashing whenever I try to log in. I get spinning wheel since this morning; very frustrating.,app_bug
I have a general question about account features I do not understand. I contacted support by phone today; this is urgent.,other
The mobile app crashes whenever I try to sign in. I get failed request since last week; this is urgent.,app_bug
I never received my savings account a few days ago. It is stuck in transit and tracking shows nothing; still not resolved.,delivery_issue
I was charged $25 by a electronics shop this morning and I need a money back. I canceled the order; can someone fix this.,refund_request
There is a charged twice on my ATM statement from today. Please correct the balance; this is urgent.,billing_problem
"I was charged $1,200 by a subscription a few days ago and I need a money back. I canceled the order; please help.",refund_request
I was charged $79.99 by a ride service today and I need a refund. I canceled the order; very frustrating.,refund_request
The mobile app keeps crashing whenever I try to login. I get spinning wheel since today; can someone fix this.,app_bug
I never received my bank transfer a few days ago. It is status pending and tracking shows nothing; still not resolved.,delivery_issue
I missing delivery my bank transfer this morning. It is status pending and tracking shows nothing; no one is responding.,delivery_issue
There is a billing error on my prepaid card statement from over the weekend. Please correct the balance; no one is responding.,billing_problem
The mobile app crashes whenever I try to login. I get error 500 since over the weekend; no one is responding.,app_bug
There is a unexpected fee on my ATM statement from last week. Please correct the balance; still not resolved.,billing_problem
I have a general question about account features I do not understand. I contacted support by phone this morning; can someone fix this.,other
There is a unexpected fee on my checking account statement from today. Please correct the balance; this is urgent.,billing_problem
I card not received my website yesterday. It is stuck in transit and tracking shows nothing; no one is responding.,delivery_issue
I have a general question about account features I do not understand. I contacted support by email a few days ago; this is urgent.,other
There is a late fee on my savings account statement from over the weekend. Please correct the balance; no one is responding.,billing_problem
I have a general question about account features I do not understand. I contacted support by phone a few days ago; still not resolved.,other
I card not received my mobile app today. It is delayed and tracking shows nothing; can someone fix this.,delivery_issue
I card not received my prepaid card this morning. It is late and tracking shows nothing; no one is responding.,delivery_issue
I have a general question about account features I do not understand. I contacted support by email yesterday; please help.,other
The mobile app crashes whenever I try to sign in. I get crash since this morning; can someone fix this.,app_bug
I was charged $300 by a subscription over the weekend and I need a refund. I canceled the order; no one is responding.,refund_request
The mobile app crashes whenever I try to sign in. I get crash since this morning; still not resolved.,app_bug
I was charged $40 by a grocer a few days ago and I need a refund. I canceled the order; can someone fix this.,refund_request
I have a general question about account features I do not understand. I contacted support by phone yesterday; no one is responding.,other
I was charged $300 by a online store today and I need a chargeback. I canceled the order; can someone fix this.,refund_request
The mobile app won’t load whenever I try to login. I get failed request since today; no one is responding.,app_bug
I have a general question about account features I do not understand. I contacted support by chat yesterday; still not resolved.,other
I arrived damaged my checking account over the weekend. It is late and tracking shows nothing; no one is responding.,delivery_issue
I have a general question about account features I do not understand. I contacted support by chat today; please help.,other
I package not delivered my ATM today. It is status pending and tracking shows nothing; please help.,delivery_issue
There is a unexpected fee on my bank transfer statement from over the weekend. Please correct the balance; very frustrating.,billing_problem
I was charged $250 by a electronics shop a few days ago and I need a refund my money. I canceled the order; no one is responding.,refund_request
I have a general question about account features I do not understand. I contacted support by chat last week; can someone fix this.,other
There is a incorrect fee on my mobile app statement from over the weekend. Please correct the balance; this is urgent.,billing_problem
I was charged $25 by a electronics shop last week and I need a reimburse me. I canceled the order; still not resolved.,refund_request
I have a general question about account features I do not understand. I contacted support by support ticket today; can someone fix this.,other
There is a wrong interest on my bank transfer statement from last week. Please correct the balance; can someone fix this.,billing_problem
There is a overcharged on my prepaid card statement from today. Please correct the balance; no one is responding.,billing_problem
I card not received my savings account over the weekend. It is late and tracking shows nothing; please help.,delivery_issue
I missing delivery my ATM last week. It is no tracking updates and tracking shows nothing; please help.,delivery_issue
"I was charged $1,200 by a grocer this morning and I need a money back. I canceled the order; no one is responding.",refund_request
I have a general question about account features I do not understand. I contacted support by email today; very frustrating.,other
I missing delivery my web portal this morning. It is stuck in transit and tracking shows nothing; no one is responding.,delivery_issue
I was charged $79.99 by a merchant a few days ago and I need a money back. I canceled the order; this is urgent.,refund_request
I not received my credit card today. It is late and tracking shows nothing; no one is responding.,delivery_issue
I was charged $79.99 by a ride service this morning and I need a refund. I canceled the order; can someone fix this.,refund_request
There is a billing error on my bank transfer statement from this morning. Please correct the balance; very frustrating.,billing_problem
The mobile app bug whenever I try to log in. I get failed request since today; please help.,app_bug
I was charged $250 by a grocer over the weekend and I need a refund. I canceled the order; can someone fix this.,refund_request
I missing delivery my mobile app this morning. It is no tracking updates and tracking shows nothing; no one is responding.,delivery_issue
There is a charged twice on my ATM statement from over the weekend. Please correct the balance; no one is responding.,billing_problem
I arrived damaged my prepaid card this morning. It is status pending and tracking shows nothing; this is urgent.,delivery_issue
I never received my web portal last week. It is delayed and tracking shows nothing; this is urgent.,delivery_issue
I was charged $25 by a electronics shop today and I need a refund my money. I canceled the order; no one is responding.,refund_request
I arrived damaged my mobile app yesterday. It is no tracking updates and tracking shows nothing; this is urgent.,delivery_issue
The mobile app keeps crashing whenever I try to login. I get failed request since this morning; very frustrating.,app_bug
"I was charged $1,200 by a subscription over the weekend and I need a refund my money. I canceled the order; still not resolved.",refund_request
I was charged $25 by a ride service over the weekend and I need a reverse the charge. I canceled the order; no one is responding.,refund_request
There is a billing error on my ATM statement from this morning. Please correct the balance; very frustrating.,billing_problem
I have a general question about account features I do not understand. I contacted support by phone today; still not resolved.,other
I package not delivered my ATM this morning. It is late and tracking shows nothing; no one is responding.,delivery_issue
The mobile app won’t load whenever I try to sign in. I get freeze since today; this is urgent.,app_bug
There is a billing error on my debit card statement from over the weekend. Please correct the balance; very frustrating.,billing_problem
I not received my mobile app last week. It is late and tracking shows nothing; please help.,delivery_issue
I was charged $250 by a online store a few days ago and I need a chargeback. I canceled the order; this is urgent.,refund_request
I was charged $25 by a grocer this morning and I need a refund. I canceled the order; very frustrating.,refund_request
I have a general question about account features I do not understand. I contacted support by phone last week; very frustrating.,other
The mobile app glitch whenever I try to sign in. I get spinning wheel since over the weekend; can someone fix this.,app_bug
I was charged $250 by a ride service yesterday and I need a money back. I canceled the order; this is urgent.,refund_request
The mobile app keeps crashing whenever I try to sign in. I get error 500 since over the weekend; still not resolved.,app_bug
I was charged $100 by a grocer this morning and I need a money back. I canceled the order; still not resolved.,refund_request
There is a wrong interest on my credit card statement from today. Please correct the balance; no one is responding.,billing_problem
I not received my savings account yesterday. It is late and tracking shows nothing; please help.,delivery_issue
I have a general question about account features I do not understand. I contacted support by phone a few days ago; can someone fix this.,other
"I was charged $1,200 by a online store a few days ago and I need a reimburse me. I canceled the order; please help.",refund_request
There is a charged twice on my debit card statement from this morning. Please correct the balance; very frustrating.,billing_problem
I never received my mobile app over the weekend. It is arriving late and tracking shows nothing; still not resolved.,delivery_issue
I never received my checking account yesterday. It is status pending and tracking shows nothing; very frustrating.,delivery_issue
The mobile app crashes whenever I try to login. I get failed request since last week; no one is responding.,app_bug
I card not received my prepaid card last week. It is arriving late and tracking shows nothing; very frustrating.,delivery_issue
The mobile app won’t load whenever I try to login. I get error 500 since last week; no one is responding.,app_bug
There is a overcharged on my ATM statement from this morning. Please correct the balance; this is urgent.,billing_problem
The mobile app crashes whenever I try to log in. I get crash since last week; this is urgent.,app_bug
I was charged $100 by a electronics shop a few days ago and I need a reimburse me. I canceled the order; very frustrating.,refund_request
"I was charged $1,200 by a online store this morning and I need a reverse the charge. I canceled the order; can someone fix this.",refund_request
I was charged $100 by a merchant over the weekend and I need a reimburse me. I canceled the order; can someone fix this.,refund_request
The mobile app keeps crashing whenever I try to log in. I get spinning wheel since last week; can someone fix this.,app_bug
There is a unexpected fee on my ATM statement from last week. Please correct the balance; please help.,billing_problem
I was charged $300 by a electronics shop last week and I need a reverse the charge. I canceled the order; still not resolved.,refund_request
I have a general question about account features I do not understand. I contacted support by email this morning; no one is responding.,other
I have a general question about account features I do not understand. I contacted support by support ticket last week; no one is responding.,other
The mobile app glitch whenever I try to sign in. I get freeze since this morning; very frustrating.,app_bug
There is a unexpected fee on my checking account statement from over the weekend. Please correct the balance; can someone fix this.,billing_problem
There is a late fee on my website statement from last week. Please correct the balance; this is urgent.,billing_problem
I was charged $79.99 by a grocer a few days ago and I need a reimburse me. I canceled the order; very frustrating.,refund_request
There is a charged twice on my prepaid card statement from this morning. Please correct the balance; no one is responding.,billing_problem
I have a general question about account features I do not understand. I contacted support by phone yesterday; this is urgent.,other
There is a wrong interest on my web portal statement from yesterday. Please correct the balance; still not resolved.,billing_problem
I not received my mobile app last week. It is late and tracking shows nothing; this is urgent.,delivery_issue
I never received my web portal a few days ago. It is late and tracking shows nothing; no one is responding.,delivery_issue
There is a overcharged on my credit card statement from last week. Please correct the balance; this is urgent.,billing_problem
There is a late fee on my website statement from today. Please correct the balance; this is urgent.,billing_problem
There is a overcharged on my ATM statement from yesterday. Please correct the balance; no one is responding.,billing_problem
There is a charged twice on my credit card statement from yesterday. Please correct the balance; can someone fix this.,billing_problem
The mobile app glitch whenever I try to sign in. I get failed request since last week; please help.,app_bug
I was charged $25 by a grocer yesterday and I need a refund my money. I canceled the order; no one is responding.,refund_request
There is a incorrect fee on my web portal statement from a few days ago. Please correct the balance; can someone fix this.,billing_problem
I have a general question about account features I do not understand. I contacted support by support ticket yesterday; this is urgent.,other
There is a unexpected fee on my website statement from a few days ago. Please correct the balance; this is urgent.,billing_problem
There is a unexpected fee on my debit card statement from this morning. Please correct the balance; still not resolved.,billing_problem
There is a charged twice on my web portal statement from last week. Please correct the balance; this is urgent.,billing_problem
There is a overcharged on my prepaid card statement from today. Please correct the balance; can someone fix this.,billing_problem
The mobile app bug whenever I try to log in. I get spinning wheel since over the weekend; no one is responding.,app_bug
There is a incorrect fee on my website statement from a few days ago. Please correct the balance; can someone fix this.,billing_problem
There is a late fee on my savings account statement from last week. Please correct the balance; can someone fix this.,billing_problem
I was charged $100 by a grocer this morning and I need a chargeback. I canceled the order; very frustrating.,refund_request
"I was charged $1,200 by a electronics shop a few days ago and I need a refund. I canceled the order; can someone fix this.",refund_request
I was charged $40 by a grocer over the weekend and I need a chargeback. I canceled the order; still not resolved.,refund_request
I never received my ATM last week. It is no tracking updates and tracking shows nothing; very frustrating.,delivery_issue
I never received my mobile app yesterday. It is no tracking updates and tracking shows nothing; still not resolved.,delivery_issue
I was charged $40 by a online store today and I need a money back. I canceled the order; very frustrating.,refund_request
The mobile app crashes whenever I try to log in. I get timeout since yesterday; still not resolved.,app_bug
The mobile app glitch whenever I try to log in. I get spinning wheel since this morning; please help.,app_bug
There is a charged twice on my prepaid card statement from this morning. Please correct the balance; can someone fix this.,billing_problem
I was charged $250 by a electronics shop this morning and I need a chargeback. I canceled the order; this is urgent.,refund_request
There is a overcharged on my web portal statement from over the weekend. Please correct the balance; please help.,billing_problem
The mobile app crashes whenever I try to login. I get timeout since last week; this is urgent.,app_bug
I package not delivered my checking account today. It is stuck in transit and tracking shows nothing; this is urgent.,delivery_issue
The mobile app bug whenever I try to login. I get error 500 since last week; can someone fix this.,app_bug
I was charged $25 by a online store last week and I need a reverse the charge. I canceled the order; very frustrating.,refund_request
The mobile app crashes whenever I try to sign in. I get timeout since this morning; this is urgent.,app_bug
The mobile app does not open whenever I try to login. I get error 500 since this morning; no one is responding.,app_bug
I missing delivery my debit card today. It is no tracking updates and tracking shows nothing; very frustrating.,delivery_issue
I was charged $300 by a subscription over the weekend and I need a reimburse me. I canceled the order; very frustrating.,refund_request
The mobile app bug whenever I try to sign in. I get freeze since today; please help.,app_bug
I have a general question about account features I do not understand. I contacted support by phone today; can someone fix this.,other
There is a wrong interest on my ATM statement from this morning. Please correct the balance; no one is responding.,billing_problem
There is a unexpected fee on my savings account statement from yesterday. Please correct the balance; still not resolved.,billing_problem
There is a overcharged on my savings account statement from this morning. Please correct the balance; no one is responding.,billing_problem
I never received my website this morning. It is delayed and tracking shows nothing; this is urgent.,delivery_issue
I missing delivery my ATM over the weekend. It is status pending and tracking shows nothing; can someone fix this.,delivery_issue
I was charged $40 by a merchant today and I need a money back. I canceled the order; please help.,refund_request
There is a wrong interest on my bank transfer statement from over the weekend. Please correct the balance; can someone fix this.,billing_problem
There is a overcharged on my bank transfer statement from this morning. Please correct the balance; still not resolved.,billing_problem
I not received my mobile app today. It is arriving late and tracking shows nothing; still not resolved.,delivery_issue
I have a general question about account features I do not understand. I contacted support by support ticket this morning; no one is responding.,other
I missing delivery my savings account today. It is late and tracking shows nothing; very frustrating.,delivery_issue
I was charged $250 by a ride service last week and I need a refund my money. I canceled the order; this is urgent.,refund_request
I have a general question about account features I do not understand. I contacted support by email yesterday; still not resolved.,other
I card not received my bank transfer over the weekend. It is delayed and tracking shows nothing; please help.,delivery_issue
I was charged $25 by a grocer a few days ago and I need a money back. I canceled the order; very frustrating.,refund_request
I never received my mobile app last week. It is status pending and tracking shows nothing; very frustrating.,delivery_issue
"I was charged $1,200 by a grocer yesterday and I need a refund my money. I canceled the order; no one is responding.",refund_request
There is a charged twice on my website statement from over the weekend. Please correct the balance; no one is responding.,billing_problem
I was charged $250 by a grocer last week and I need a money back. I canceled the order; please help.,refund_request
I missing delivery my website yesterday. It is delayed and tracking shows nothing; can someone fix this.,delivery_issue
There is a late fee on my bank transfer statement from this morning. Please correct the balance; please help.,billing_problem
